Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,Education,IQ,Performance
0.702294,1.85672,48,-0.0315429,-0.699151,15,117,44.7978
0.0889745,1.30179,44,-1.89098,1.10977,16,122,49.2916
-2.41074,0.304399,60,1.76412,-1.46405,12,87,52.9002
-1.50274,-0.0567809,43,2.07449,-2.76847,13,97,42.0978
-1.73838,0.388363,50,-0.522438,0.601677,7,79,40.704
-0.977279,-0.371961,51,1.35432,1.11011,14,95,53.2914
0.934733,1.08565,53,1.20304,0.324452,15,80,55.73
0.987618,0.0721297,43,-0.00266815,0.0498159,13,93,42.7991
0.338386,-0.850755,51,-1.9289,1.52558,14,96,51.6567
-0.698581,-1.15186,38,-0.580837,1.17232,11,77,35.5873
0.0571295,-1.07403,62,0.413337,0.824478,13,113,61.1139
0.125141,-0.393574,48,1.7027,-0.249495,12,105,49.6894
-0.696876,0.268769,57,-0.794348,-0.866837,16,106,54.0025
-0.40411,0.65555,56,-2.46226,0.148174,14,90,57.6313
-0.606187,1.04318,59,0.269084,0.633925,12,94,53.1065
-0.819615,-1.0848,36,-0.282558,0.579097,9,98,35.8285
-1.61463,0.463519,51,-1.97682,-0.456945,12,110,52.8716
-0.543503,1.34233,56,-0.858804,-1.16262,14,94,53.6033
-1.38696,-0.387266,61,-0.268264,0.156762,10,123,60.3451
-0.100114,-0.607792,39,-0.837707,0.295186,9,96,41.4791
-0.590197,0.124968,54,1.35121,1.41145,15,121,62.2369
0.0862488,0.153727,48,2.6476,-0.327945,16,86,47.7531
-0.267381,-1.15913,66,0.630441,-0.0366668,13,105,65.9719
1.6146,-0.457706,52,-1.37123,0.861647,14,92,48.7197
0.650218,1.5762,67,-0.317419,-1.14283,12,111,64.2459
-0.925298,-0.984692,46,0.377754,0.622946,12,85,44.7568
1.97751,-0.22536,63,0.767179,-0.806432,16,99,55.9877
-0.746626,0.0861179,49,-0.393282,2.15146,15,89,55.1072
-1.32561,1.511,61,2.33696,0.354112,14,113,57.3511
0.310519,-2.15919,37,-1.34837,1.1518,8,85,32.4103
-2.01623,-0.983977,34,1.72649,-0.40981,8,78,36.3977
-0.778361,1.58546,60,0.373198,1.01772,12,91,53.6498
0.488799,-1.28235,39,1.52173,0.545852,15,121,45.324
0.444457,0.77415,51,0.419616,-0.113204,14,80,42.7943
0.737816,2.14343,38,-0.653675,0.154078,10,94,41.0949
1.0059,1.61713,54,-1.04947,-0.480921,14,100,56.3654
-0.566292,1.2219,48,0.366665,0.452481,14,89,48.3201
-0.996664,1.35738,58,1.49352,-1.01444,15,99,59.9235
0.24066,0.262627,52,1.96357,1.85402,15,92,49.2939
-1.62178,-1.46626,42,-0.967406,-0.362836,11,95,45.5903
0.539041,0.0443317,63,1.44755,-0.126522,16,104,59.6822
-1.19126,-0.486765,50,-0.0554418,-1.13826,9,83,39.8578
-1.24904,-0.365292,42,-0.0131354,0.0324768,12,114,43.8029
-0.786148,0.0663334,55,-0.163048,-2.72853,12,82,54.0355
0.800863,-1.08982,45,0.0548881,-0.0427755,11,80,50.3471
-0.191074,-1.37437,42,0.16865,1.77666,13,120,48.4171
0.0589362,-1.31441,49,-0.785894,-1.0436,13,102,45.1088
-0.954773,-0.219886,59,-0.482101,-0.111536,15,117,62.2109
-0.318652,-0.0186469,42,0.431092,0.759412,12,84,45.9067
0.482632,0.748801,49,-0.781342,-0.224412,17,126,46.9801
0.729881,-1.3385,40,-0.469385,0.694119,11,88,41.8931
0.405295,1.35698,53,-1.02649,0.569861,17,108,63.5499
-0.782543,-1.3511,45,0.54867,-1.29229,12,90,44.3373
-0.0748669,0.234967,60,0.931127,-1.41929,13,109,59.4354
-0.0520036,1.49045,55,0.670742,-1.06881,15,102,64.2299
-1.12693,-0.420051,41,-0.570823,-0.213832,15,103,50.0739
0.920573,0.214037,49,-1.25906,0.90468,12,119,44.0917
0.667221,-0.775358,52,-1.73584,2.02051,14,127,55.3139
-0.398293,1.63664,60,-1.64987,-1.63883,10,105,60.6081
0.686573,-1.86999,58,1.17818,-1.76242,14,94,60.2512
1.92696,0.635415,52,-0.451391,1.57019,12,85,48.215
-0.0393249,-1.30419,45,0.225096,-0.825319,9,72,38.9852
0.00603895,-3.17578,64,1.23035,0.579688,16,99,66.4815
-0.000918875,0.150677,43,-0.128123,-0.0876812,10,112,39.2022
-2.14456,-0.356991,60,-0.0403528,-0.99627,15,116,67.8605
-0.293781,1.25733,48,0.171462,0.0486044,15,94,54.3515
0.427051,1.01124,36,-0.297081,-0.801698,12,100,42.9224
0.659632,0.508884,47,1.81015,-2.01929,15,117,44.9315
-1.38352,-1.74928,46,-1.30892,-0.0405126,11,96,47.3799
-0.889403,0.239448,46,-0.195389,0.0905539,11,69,39.3701
-0.0330161,-0.240877,49,0.624552,0.153248,14,114,52.8797
1.42677,0.702498,54,-0.0602156,2.06719,11,71,42.1917
0.136961,0.13352,57,1.07114,-0.17299,15,111,57.3296
0.341126,-0.95956,59,1.15155,-0.199966,13,97,55.3081
0.101366,2.37189,49,-0.732743,0.743556,16,120,52.264
-0.64757,1.08143,54,-0.287328,0.377147,16,121,53.669
0.92019,-1.25433,41,0.494579,-0.390062,10,95,36.8048
0.762928,-1.52119,69,-0.0851588,-0.358072,12,83,53.3729
-0.0904298,1.32591,53,0.0815155,-2.32024,10,87,46.8676
-0.381977,0.551623,40,-1.46741,0.643678,13,70,44.2361
0.0341505,-0.311202,40,-1.17934,1.21435,8,83,45.1219
-1.29249,0.918772,40,0.750664,0.12666,14,105,44.2144
0.0950726,1.34073,54,0.348548,-0.2026,12,93,49.738
0.836865,0.686733,71,0.345483,1.23916,13,86,56.043
-0.0278971,-0.366439,37,0.428835,-0.973104,15,121,39.2728
-0.923741,-0.82325,50,0.905943,0.353326,14,86,47.8611
1.2158,1.05814,43,-0.199048,-1.80033,16,99,44.5775
-0.315516,-0.9626,43,-0.443823,0.132493,8,97,45.6799
-2.05936,-0.175125,58,1.01035,-1.45232,12,61,52.247
1.26892,1.00419,46,-0.967771,1.91296,13,104,40.6431
0.321998,-0.738564,38,0.882752,-0.304462,12,88,37.4528
-0.240378,-1.45923,52,-0.581466,-0.805097,14,114,57.5413
-0.233266,-0.690263,60,1.00563,-0.45954,15,89,55.3876
2.18016,0.0947027,46,0.107539,1.39223,17,109,54.7168
0.668973,-0.601769,74,-0.203071,0.668261,12,104,69.3372
0.0545279,0.682492,66,1.21485,-0.86118,14,86,63.4555
0.176719,0.70234,50,0.370085,-1.96522,15,103,56.9215
2.79689,1.63875,50,1.3268,0.409064,11,107,47.3142
-0.972163,-1.21328,46,-0.0258263,1.02498,11,93,39.6471
0.712099,-0.695162,44,0.747944,0.657991,12,106,45.1478
2.83124,0.599011,48,0.725483,0.606035,7,54,36.2529
-1.44212,-0.660427,41,-0.575845,0.379696,19,112,40.5981
0.014964,-1.31839,46,-0.145347,0.338711,10,86,52.6609
0.802231,0.190678,54,1.8276,0.470312,14,112,53.7322
-1.35603,-0.0195273,55,0.209728,-0.805962,12,99,51.8727
0.326324,-0.862855,41,0.721025,0.654884,11,112,36.9172
-2.86828,-0.0761992,34,-0.918968,1.70325,14,106,34.9051
0.533588,2.95211,42,1.28957,1.17032,12,99,33.4833
0.757818,-0.502424,41,0.462059,-1.77667,12,83,42.9773
-1.24342,-0.528764,23,0.681721,-0.266534,10,83,28.6223
-0.473817,-0.236348,51,-0.081213,-0.499402,12,93,50.8166
-0.20477,0.924993,60,-0.735464,0.950462,15,115,59.5873
-0.410829,2.01593,55,-0.791791,0.205046,16,135,62.5535
-0.820052,-1.09372,43,-0.0638519,1.9063,15,118,44.3711
-1.54201,0.906763,55,0.990965,-0.351499,13,99,53.6209
1.61814,-0.876988,38,0.0387298,0.385647,9,96,42.4061
-1.20514,-0.657304,59,1.89112,0.488383,12,91,61.6325
0.608226,1.72379,43,-2.52099,-1.67143,13,99,49.8879
1.06672,0.463076,48,-0.870073,0.944185,10,93,46.9693
-0.134737,0.279084,56,0.417416,-1.20983,13,76,40.9909
0.528608,-0.509603,74,0.13621,0.135277,18,131,70.7777
-0.352738,0.638097,56,1.37104,0.106005,12,92,45.5798
1.46851,-0.0778803,76,0.0189508,-0.607956,18,135,90.9265
-0.489671,-0.128565,66,1.18528,0.696451,14,104,65.3631
-0.356597,0.591841,59,0.758689,-0.552239,13,94,56.8631
1.62767,-0.291547,35,0.325639,-0.359743,11,115,41.9216
-0.679583,0.103029,60,0.183806,-0.0704011,16,94,57.9209
-1.73305,0.690973,81,0.0308808,-1.03472,19,108,87.1818
-0.450675,-0.669348,44,0.869637,-0.657554,15,108,45.1804
0.0232157,-0.232643,57,-0.317055,-1.69632,18,106,59.2258
-0.960169,-0.400602,52,-0.00895473,-0.611864,15,131,49.5318
-1.1577,-0.701556,38,1.2823,-1.08721,8,91,35.2566
1.39616,0.288669,44,0.238604,1.42806,13,105,49.8643
-0.271742,-0.0439239,56,-0.329137,0.0854612,14,103,61.0927
-0.901886,0.362581,64,0.195007,0.635282,16,110,64.3179
0.180999,-1.49289,37,-0.417803,-0.918338,11,117,36.6363
-0.0957644,0.218954,44,-1.63598,-0.195319,13,81,39.9535
0.296929,1.3991,47,-0.27083,0.94976,13,117,52.1347
-0.807651,1.16793,54,0.20375,0.442973,18,140,63.9858
1.37618,0.303487,39,1.34176,-1.27996,14,101,50.5261
0.719807,-0.737344,52,0.238487,-1.16563,16,93,59.091
0.872719,-1.16787,30,-0.271249,0.607177,8,110,29.1573
-0.551353,-1.12006,30,0.211341,-0.525315,13,105,33.5008
0.114008,-0.936276,32,0.299799,0.711052,11,125,31.1461
0.518647,0.217304,59,1.31254,1.54013,16,69,60.2474
0.721942,0.479267,56,1.45013,-0.320399,11,99,52.7913
-0.353439,-0.981145,69,-0.279321,-0.0414285,12,89,58.3649
-0.990013,-0.687497,42,0.39664,1.0147,10,89,37.2003
0.856677,0.280068,50,-1.36859,-2.17692,14,96,47.5008
-0.72466,1.12833,59,0.980849,-0.500329,13,115,60.0146
-0.159155,-0.607134,34,-0.397434,0.028027,15,98,34.2153
-1.58969,-0.805034,58,-1.34204,0.882394,15,100,53.6529
0.519733,-0.715496,49,-0.723694,-1.33434,11,72,41.1024
1.1621,1.33976,54,0.334706,0.519361,15,135,58.7631
0.0530321,-1.03545,46,2.46608,-1.58491,14,108,51.1754
0.250617,1.35498,41,-2.70791,-0.83169,11,104,44.7463
0.0333879,0.766248,60,0.172416,0.402781,16,101,61.8854
-0.246812,0.213069,25,-0.744915,1.7171,12,102,33.0125
1.77197,-0.434003,64,-0.914052,0.164129,18,101,64.576
0.124447,1.33273,41,-1.07717,0.49072,12,103,39.7581
-0.935483,0.241144,41,0.528806,-0.0371363,11,102,38.8305
-1.11847,-0.0245015,45,1.43808,-0.58721,11,98,41.5428
-1.82439,-0.198595,45,-1.04025,0.481068,13,117,50.9635
-0.356132,0.0941902,67,-0.289714,0.510309,17,116,69.9299
-0.4969,-0.90489,59,-0.983169,-1.52505,14,105,52.448
0.629654,0.266599,66,-1.34985,2.65427,16,102,55.8335
0.850664,0.138075,50,0.351056,0.444497,11,95,53.7877
0.373373,0.672707,45,-0.675233,-0.0805003,11,96,46.6714
0.492413,0.525022,54,0.250222,-1.65917,10,107,56.3607
-0.51721,-0.0767444,61,0.08587,-1.49175,16,114,59.0758
-1.51783,0.673294,75,1.02943,1.27213,17,96,67.2747
-0.881536,1.93551,54,-0.52559,-0.886623,13,107,56.4253
-0.120209,0.803978,39,0.687714,0.64041,8,76,34.463
1.24985,-2.32143,50,1.02505,-0.534274,14,103,53.1601
-1.05561,0.581208,43,0.709955,0.282899,12,99,42.2965
-0.177906,-1.03621,54,-0.565694,-0.598849,13,122,57.0237
-0.529014,-1.39921,57,-0.549423,-0.285208,14,105,57.8709
1.88459,0.0842968,73,-0.626386,0.511104,19,106,76.1194
-0.0654857,0.382487,48,0.411123,-0.131789,9,74,40.9162
-0.418702,0.465554,40,-0.317417,0.497739,14,109,42.2462
0.890495,-1.18941,55,1.49685,1.32679,15,92,48.1645
-0.201014,-1.03033,40,0.0908583,-0.392135,15,118,33.8931
0.723433,0.857511,67,-0.257146,2.05569,13,97,73.3926
-0.449628,0.941404,52,0.405462,0.322106,15,98,46.2153
-0.536708,-0.460464,50,1.00731,0.503425,13,88,46.0866
1.8839,-1.28655,49,-1.59929,-0.0592209,10,93,42.3192
-0.0842971,0.118511,54,-0.522731,-1.16522,15,99,52.8794
-0.966052,2.79283,62,0.00833276,-1.13167,15,100,64.4498
-0.390404,0.908477,55,0.252762,0.631495,13,74,51.9352
0.114127,1.6389,46,-1.5009,1.30961,15,95,50.0022
-1.75349,-1.61218,52,1.24687,-1.83895,15,85,46.4806
-0.154365,-0.123467,31,-0.0409827,1.02347,14,111,40.2724
-0.14189,-0.607058,39,0.916944,1.02336,10,82,43.4688
-1.65273,-0.246483,53,0.750168,1.27161,19,117,60.0893
-0.0375479,0.556603,53,1.00035,-1.17736,14,96,51.1542
-1.12952,2.04787,56,0.426605,-0.477425,17,104,54.1426
-1.07956,1.00388,34,-1.33319,-1.12218,12,97,41.309
0.27131,0.627937,65,0.474144,1.1437,15,97,63.7793
0.48738,-1.39227,23,-2.06967,-0.781618,13,109,24.4671
0.0573671,-0.567757,56,-0.135335,-0.744142,10,93,55.5756
0.347829,0.0616965,54,-0.545852,-0.250353,13,80,51.908
0.427229,1.80635,66,1.16901,-0.247311,15,107,63.1624
-0.397655,-0.192331,48,0.969578,0.289438,12,101,49.5711
-1.21559,0.927007,50,1.20897,-0.41892,12,124,52.7696
0.627943,1.74503,43,-1.59601,-0.852603,15,103,42.0779
1.89317,0.86601,61,-0.814229,0.232605,15,106,55.3672
0.123624,-0.83586,56,-0.26401,-0.223102,12,86,55.9153
2.39783,0.0531744,45,0.135665,0.714645,13,101,43.0432
-1.67617,0.770279,74,-1.35482,1.14003,16,118,75.6886
-0.151355,0.923677,50,-0.971098,-0.616106,13,114,58.1631
0.901834,-0.613161,50,0.179406,0.0985624,16,86,52.5713
-0.732086,0.868555,50,0.742047,0.330476,13,94,52.6913
0.290837,-0.464024,32,-1.03692,-0.261734,9,102,29.3803
-0.665611,0.740658,50,0.634157,-0.486111,14,118,47.1771
0.862997,0.439202,47,-0.244842,-1.28459,13,100,43.2307
-0.0672942,-0.701039,47,-0.659399,-1.03752,12,101,49.7084
-0.352615,-0.370327,56,-1.69674,0.835466,14,102,61.6557
0.514482,1.45012,39,0.698151,0.673892,12,75,41.5914
-0.579411,0.218109,48,-1.08033,-0.0937102,13,119,51.6751
0.621129,0.818103,50,0.31801,0.117562,10,98,49.1726
0.30086,0.0588203,39,0.940272,0.106248,10,81,36.6095
0.341832,0.0311753,58,0.980334,-0.951926,13,101,54.3446
-0.9354,0.66856,63,0.0158841,1.33927,10,81,57.1433
0.157118,0.196081,49,-0.106438,0.0455266,15,131,51.1144
-0.445651,-0.0505152,32,0.353854,-0.547369,8,117,37.8431
-1.84499,-0.0829698,44,0.265685,3.60289,14,96,40.9894
-1.77447,-0.233169,54,-1.09804,-0.881662,13,110,56.1599
0.795893,-0.266193,70,0.0559588,2.18095,15,114,75.2392
-0.585755,-0.156197,61,0.608186,0.498451,12,84,60.125
1.23444,0.966649,75,-1.13832,-1.41028,19,105,79.0053
0.900292,-0.960258,45,-1.48669,-0.795071,14,125,48.0039
0.447957,-0.26374,51,1.13345,0.54315,11,72,53.4838
0.474153,0.999303,52,0.574212,-0.499184,16,94,56.6308
-2.06831,-0.387876,33,-0.0341369,-0.675426,13,78,38.3062
-0.00609262,0.334495,52,0.402053,-0.928706,16,117,51.9441
1.47565,2.54149,49,-1.26096,0.495183,11,101,39.1456
0.116056,-1.0825,37,-0.507381,-0.534334,14,127,41.6992
-1.04736,-0.204678,36,-0.0486864,-1.07067,13,116,41.7415
-1.27882,-1.14195,46,0.592123,0.220684,14,94,50.2497
-1.62594,-0.460511,44,0.0508099,-0.678981,12,88,42.4305
-2.44285,-1.13968,45,0.12932,-0.865443,9,83,51.175
1.41149,0.433448,45,-0.822744,0.514292,12,88,46.7505
-1.1745,-0.776841,46,-0.253796,-0.536933,8,81,46.272
-1.06804,0.130744,60,1.86383,0.0476909,13,82,60.4089
-0.633988,-0.478105,63,-1.95649,0.715937,14,117,68.7438
0.376592,1.92511,65,-0.299441,-0.0477874,15,99,65.9253
-1.44783,-1.50889,50,-0.302465,-0.8852,17,115,54.0933
-0.433669,1.67412,52,-0.614749,-0.505574,15,103,48.5618
-0.230994,1.6241,53,1.07799,-0.585699,14,92,57.2404
1.01983,-0.586648,50,0.422834,1.26763,11,87,47.3921
1.07254,1.24336,59,-1.14361,0.787939,11,91,52.9779
1.0608,-0.708781,46,-0.945742,-1.86518,14,114,49.3022
0.752561,-0.706528,55,-0.393127,1.17252,16,129,64.0185
1.22637,-0.407673,41,1.11651,1.70325,11,80,39.106
-0.305459,-1.54056,45,-0.408327,0.116657,11,83,46.0489
-1.20813,-0.458415,48,-1.79837,0.548005,14,97,47.0192
1.19929,-1.05476,35,1.0294,-0.29227,7,85,30.2847
-0.81,0.158626,47,-0.582836,-0.350265,12,100,48.9434
0.709498,2.71225,55,-0.17134,-0.057423,14,112,53.835
2.47318,0.644459,37,-0.737334,-1.65529,10,107,43.27
0.551171,1.17994,52,0.81496,0.723515,12,101,55.2394
0.91885,1.18864,61,0.467611,0.796532,14,87,54.4371
-0.5073,2.26094,56,-0.0809647,-0.673527,12,93,48.555
-0.683993,-0.20523,41,0.321437,-0.163923,10,77,44.7745
0.446578,-0.780847,45,0.99354,-0.973135,12,91,47.5245
-0.697282,-0.579814,44,0.198763,1.1038,12,108,45.1614
0.993603,2.0489,53,-1.7686,1.10618,13,112,52.0473
-0.315447,-0.58511,46,-1.42977,0.523439,13,92,46.0651
-1.39715,0.598204,61,-0.485809,0.121952,17,107,58.3316
1.14683,-0.87137,43,0.686625,-0.189393,15,86,36.0764
0.457475,0.946301,40,0.275158,-0.196163,16,102,39.4194
0.239959,-0.472744,40,-0.147176,0.0632671,10,85,36.136
2.01084,-0.120074,33,0.508916,-0.888325,14,113,35.7588
-0.678708,-1.14951,50,0.955367,-0.481851,15,85,57.8899
0.166633,-0.117235,39,0.869577,-0.198641,8,81,39.2239
-0.663682,1.30681,32,0.0669618,1.97903,12,107,35.4017
-0.482221,-0.072723,44,-0.954766,-0.58779,14,120,41.7407
0.670585,1.4896,36,1.23024,0.250864,10,90,34.921
-0.748638,-0.947945,62,1.50118,-1.38575,17,107,60.9032
-1.26677,-0.89263,59,-1.24917,-0.295351,14,117,61.1159
-1.93874,-2.57562,45,0.401184,-1.31069,14,104,48.0522
0.41111,-0.753011,63,0.131401,1.01585,16,105,60.1634
0.483822,-0.249055,42,0.684782,-0.698292,13,100,40.9639
1.73727,1.97036,46,0.172637,-0.503186,15,107,62.813
-1.82196,0.000977949,60,-0.175721,-0.835279,13,85,54.9919
1.27832,1.35367,65,-0.418576,0.35693,15,115,75.7931
0.132289,1.52512,55,-0.196133,-0.911995,13,126,54.157
-1.67538,0.936408,33,-1.39136,0.121145,11,127,36.2546
-0.640922,-0.373142,50,-0.393484,0.998817,14,100,50.4362
-1.37379,-1.0521,53,-0.753403,0.806196,13,99,54.3329
0.105816,0.32054,56,-0.644963,1.14934,14,117,54.255
0.828741,-0.416455,61,-0.487004,0.288568,11,82,51.5379
0.993533,-0.368378,63,0.389551,-0.134828,13,90,57.7076
-0.456142,2.99682,70,0.713652,2.27434,20,126,79.8659
-2.02207,-0.940592,42,-0.614627,-0.139708,12,92,38.6991
-0.251615,-1.14504,27,-0.25208,-0.722254,7,88,34.255
0.212687,-1.49803,52,-0.565152,0.922002,16,96,53.5834
-1.66349,2.58426,55,0.326813,0.350352,11,73,49.3989
-1.31941,-0.904911,60,-0.151007,0.210446,15,123,63.5002
0.207944,-0.663623,60,-1.15773,-0.275003,15,109,60.2509
-0.0149941,-0.0671558,35,-1.00284,-0.687358,12,120,37.6911
0.682304,-0.536808,45,0.51567,0.53052,9,71,37.161
0.993501,-1.58406,38,-0.244567,0.924295,14,106,43.4017
0.0749154,0.287557,38,-1.29232,0.169198,10,104,35.3344
0.587998,-0.215575,53,2.27607,0.755649,12,99,49.3678
0.372132,1.79366,57,1.56099,-1.20325,13,111,56.8365
-0.00702588,0.12025,56,-1.1468,0.563031,17,117,54.6756
0.926696,-0.0464324,56,0.14364,-0.664723,8,82,56.6456
-0.0280017,1.16256,37,-0.254914,1.19628,13,100,34.2908
1.01292,-0.300766,46,-0.347277,-0.710368,14,118,48.7669
0.940521,0.175882,55,-0.93777,2.01456,12,93,49.1808
-0.0670592,1.38406,62,-0.518138,-0.896727,12,91,51.216
1.53944,1.11835,52,0.541511,0.655837,12,114,58.3848
-0.0155514,0.192517,53,0.239706,-0.208543,10,93,46.0769
0.126632,-0.206208,55,-1.02133,-0.700298,12,100,47.2041
0.94058,-0.32541,58,0.789113,0.36298,12,96,57.5304
0.370265,-2.1125,42,0.000517778,0.504383,15,137,45.5918
-0.723897,-0.060325,49,-1.01855,0.413265,13,98,52.5161
0.584128,-1.52433,50,-1.10497,-1.23952,9,79,50.4675
0.213231,0.682524,47,-0.202906,-1.07301,14,109,45.6826
0.390516,-0.757288,55,-1.01963,-0.907176,15,103,52.6506
0.00802524,-0.349285,49,1.14426,-0.315579,16,114,55.6727
-0.0312249,0.128409,50,0.711474,0.565123,17,91,53.8901
0.078414,1.24322,53,0.575974,-0.889937,15,132,59.5416
0.069127,-1.57507,47,-0.290632,-0.429113,11,94,44.0096
-0.0929888,-0.473463,33,1.11723,1.27201,13,59,31.0276
-0.744431,1.7391,48,-1.84722,-1.03831,12,98,46.0258
0.498401,-0.911355,53,-0.794348,0.602948,18,101,63.3124
-1.20029,-1.057,48,-1.02497,-1.07749,12,135,44.9432
1.93749,-0.27182,46,1.74957,0.551637,13,99,45.7192
-1.10261,0.0220882,52,0.714669,0.0739015,13,112,53.8038
0.844547,0.187288,67,-0.115921,-0.0130699,14,114,69.8968
-1.68197,-0.89994,44,0.636973,0.474203,12,66,32.2899
-1.26803,-1.53071,33,-0.848275,-0.473255,14,106,40.1494
0.539702,0.558938,60,0.685438,1.03871,12,97,54.1969
-0.603444,-0.605973,59,-0.042285,0.207294,15,109,54.5366
-1.20451,1.34417,56,1.49223,0.00297838,10,89,50.6698
0.383309,-0.197886,48,0.4778,0.639017,12,117,49.7638
-2.32279,0.559429,50,-0.406443,-1.602,13,93,50.8874
-0.288975,-2.49009,49,-0.811762,-0.900788,14,126,47.8964
0.518989,-0.446708,57,0.448397,0.383059,10,78,49.9694
-0.168595,-0.206402,44,0.143978,1.33501,10,81,41.8829
0.35295,-1.08042,54,-0.319087,1.43897,12,109,61.4935
0.362454,-0.0144086,60,-0.577407,0.773072,18,116,61.5526
0.915194,-1.23179,46,-1.49316,1.53216,13,98,55.3098
0.525908,0.513035,42,0.292353,-0.239389,14,121,45.925
-0.903481,1.0935,62,0.88187,-0.36924,13,85,53.0953
-2.18676,-0.735487,39,0.13341,0.218023,12,101,40.5927
0.405359,0.255799,43,1.58502,-1.21005,15,118,46.4541
0.34998,-0.474822,49,-0.343195,-1.8154,12,118,45.623
-0.28745,0.429346,52,0.169644,-0.0128223,15,119,50.3499
0.319749,-0.138682,66,0.0794238,-1.04794,12,87,59.4437
1.60689,-1.15479,55,1.05131,0.155355,14,117,64.0279
-0.722464,-0.177322,23,0.769485,1.48897,12,103,26.8061
-0.335238,-1.99401,44,0.863913,0.167343,10,76,45.5779
-1.24104,-0.185247,29,-0.397861,-1.41534,12,85,32.3113
-1.55442,1.12343,36,-0.334293,0.556046,15,95,39.2047
-0.0107723,0.957226,73,-0.218812,1.07695,12,87,56.7467
1.3499,-1.64891,50,-0.581539,-1.10615,11,106,54.6938
-1.23595,-2.31444,58,0.775713,-0.530437,9,72,44.1477
1.51749,0.359391,53,-0.28914,0.623753,18,130,64.0887
-0.021198,0.94385,53,1.425,0.239768,13,84,54.2024
1.12596,-0.950911,57,0.680038,0.610052,13,89,51.8809
1.07947,0.916703,32,-0.463235,0.151953,6,84,28.8936
-1.11688,1.33695,32,-0.885992,-1.1639,15,112,37.8936
0.585197,-0.180844,31,0.467999,1.01622,12,94,32.6086
-1.11013,-1.50642,57,1.31703,-0.130338,13,84,48.4193
0.896244,1.09849,48,-0.424109,0.961387,11,107,41.4642
-0.51277,-0.611923,41,-1.98944,0.535533,13,103,42.4678
-0.202489,0.550528,48,0.353487,0.432792,13,110,43.5302
0.48746,-0.414861,54,-0.513236,0.127509,15,86,46.4618
-0.162734,-1.18755,56,0.59739,2.32412,13,113,53.4588
-0.38713,1.2245,58,-1.55327,1.58307,9,90,45.75
1.34905,0.0792818,45,2.72559,0.677879,12,96,47.3841
-1.70649,-1.69373,37,-1.66435,-1.38148,16,93,37.9585
-2.04154,0.534575,57,-0.863668,-0.138806,15,118,64.1097
0.248008,0.782871,46,-0.741041,0.493086,13,100,48.0585
0.397962,0.757779,43,0.167366,-1.73962,8,99,47.802
-0.333438,1.39403,63,0.801014,1.10467,11,82,52.9991
-0.0989039,-0.905102,44,-0.410336,-0.385038,17,113,51.3386
-0.629399,1.34641,67,-0.0479192,1.06839,20,108,69.869
-0.286003,0.0623009,42,-0.325688,0.42777,15,104,42.7212
0.748931,1.60615,41,-0.720088,0.0288148,14,100,43.9488
0.242485,-0.684736,56,-0.643615,0.162862,12,105,58.432
0.112226,-1.97088,55,0.742049,-0.897307,14,105,53.2581
0.388205,0.810798,46,-0.133112,0.131308,12,106,43.6846
-0.269136,-1.94234,61,2.91013,-0.420255,13,101,64.7007
-0.929643,0.570669,64,-0.249172,-0.816757,16,91,63.5991
-0.467865,0.123578,36,-1.14283,1.36074,14,108,44.548
2.25808,-0.396573,53,0.381787,-0.406018,13,106,51.56
-0.540617,0.542062,46,-0.681752,-0.462534,14,104,44.3705
-0.0532994,-0.651429,41,-1.27733,0.0888503,18,107,45.6111
0.243051,-0.91168,41,0.105154,0.576935,9,95,39.2666
-1.39253,-2.13335,41,-1.35993,-0.641759,17,141,41.5387
0.833039,0.417819,47,-1.44161,-0.893965,13,100,49.7645
0.333077,1.29969,69,-0.83189,-0.863811,14,109,62.7448
1.42597,-1.46281,41,-0.597585,1.97417,13,107,45.6207
0.849655,-1.46087,40,0.874666,-0.872953,14,98,44.4464
0.299848,1.47847,46,2.59548,0.855319,11,109,47.7447
0.761395,1.35736,55,-1.01787,0.134116,14,91,48.3282
1.06498,-0.182669,55,-0.02189,-0.801277,11,88,51.0221
-0.183437,0.69093,47,0.523856,-0.169408,13,104,47.288
-1.1308,-1.23559,41,0.138078,-1.00135,12,94,45.6024
-0.193596,0.961178,56,0.918009,1.08153,10,82,51.6313
1.08161,1.40276,53,0.202687,0.292143,13,96,59.6507
-0.573591,0.357031,48,-0.512987,-0.365949,15,95,48.0917
0.935678,1.54411,46,0.95004,-1.27183,15,110,43.7232
0.510839,-1.5221,67,-0.108489,-0.799203,18,127,78.2109
-0.432821,-0.8768,35,0.943584,2.52916,12,68,38.1165
1.41599,0.917305,53,0.669306,1.13707,14,106,55.0118
-0.125598,-0.389437,53,-0.0511861,-0.984621,17,129,54.5095
-2.82214,-2.47808,41,-1.38839,0.883194,18,131,45.9755
0.348223,0.524158,39,-0.262678,-0.247128,10,79,45.3326
1.00513,-0.758986,50,-0.466333,-0.144863,12,96,49.9532
-0.592621,0.347173,45,0.839876,-1.66008,13,98,45.5445
2.39129,0.934136,44,0.131772,0.92542,10,89,44.3492
-0.99258,0.248083,59,-0.512955,-0.834983,13,130,61.7889
-1.02936,-0.803425,47,-1.30199,-0.395528,10,85,39.7328
0.236951,0.72121,55,-0.104644,-0.549232,14,103,53.5288
-0.507533,-0.89179,49,0.790861,0.566402,13,76,48.8346
